timestamp,lux,temperature,humidity
2025-06-18T21:51:15.659046,19.401215999999998,25.8,40.0
2025-06-18T21:51:48.230715,19.401215999999998,25.8,39.0
2025-06-18T21:53:02.223461,19.564415999999998,25.8,39.0
2025-06-18T21:53:37.083135,19.401215999999998,25.9,40.0
2025-06-18T21:54:07.414015,19.564415999999998,25.9,40.0
2025-06-18T21:54:37.740987,19.401215999999998,25.8,39.0
2025-06-18T21:55:10.327323,19.564415999999998,25.9,39.0
2025-06-18T21:55:42.911499,19.564415999999998,25.9,39.0
2025-06-18T21:56:17.836384,19.401215999999998,25.9,40.0
2025-06-18T21:56:50.418143,19.401215999999998,25.9,39.0
2025-06-18T21:57:22.995814,19.179264,25.9,39.0
2025-06-18T21:57:53.324651,19.401215999999998,25.9,40.0
2025-06-18T21:58:23.650620,19.401215999999998,25.8,39.0
2025-06-18T21:58:56.255836,19.401215999999998,25.8,39.0
2025-06-18T21:59:28.832278,19.238016,25.9,40.0
2025-06-18T22:00:01.413904,19.074816,25.9,39.0
2025-06-18T22:00:31.735640,16.333056,25.9,40.0
2025-06-18T22:01:06.569795,16.496256000000002,25.9,40.0
2025-06-18T22:01:36.894791,16.822656000000002,25.9,40.0
2025-06-18T22:02:07.214259,16.822656000000002,25.9,39.0
2025-06-18T22:02:37.538717,16.822656000000002,25.9,39.0
2025-06-18T22:03:10.127318,16.822656000000002,25.8,39.0
2025-06-18T22:03:42.743528,16.659456000000002,25.8,39.0
2025-06-18T22:04:13.080002,16.659456000000002,25.9,40.0
2025-06-18T22:04:43.454496,16.822656000000002,25.8,39.0
2025-06-18T22:05:13.792751,16.822656000000002,25.8,39.0
2025-06-18T22:05:46.379229,16.822656000000002,25.8,40.0
2025-06-18T22:06:21.250126,16.659456000000002,25.9,40.0
2025-06-18T22:06:51.623402,16.659456000000002,25.8,40.0
2025-06-18T22:07:24.215375,16.822656000000002,25.8,40.0
2025-06-18T22:07:54.549746,16.169856,25.8,40.0
2025-06-18T22:08:24.865235,16.333056,25.8,39.0
2025-06-18T22:08:57.448776,16.169856,25.8,39.0
2025-06-18T22:09:27.803901,16.333056,25.8,40.0
2025-06-18T22:09:58.124410,16.333056,25.8,39.0
2025-06-18T22:10:28.442110,16.169856,25.8,39.0
2025-06-18T22:10:58.766603,16.169856,25.8,39.0
2025-06-18T22:11:29.083622,16.169856,25.8,39.0
2025-06-18T22:11:59.414782,16.333056,25.7,39.0
2025-06-18T22:12:29.745680,16.333056,25.7,39.0
2025-06-18T22:13:00.066742,16.333056,25.7,39.0
2025-06-18T22:13:30.394770,16.333056,25.7,39.0
2025-06-18T22:14:00.721934,16.169856,25.7,39.0
2025-06-18T22:14:31.053038,16.333056,25.7,39.0
2025-06-18T22:15:03.641685,16.333056,25.7,39.0
2025-06-18T22:15:33.960764,0.16319999999999998,25.6,40.0
2025-06-18T22:16:04.283446,0.16319999999999998,25.6,39.0
2025-06-18T22:16:34.612696,0.16319999999999998,25.6,39.0
2025-06-18T22:17:04.940910,0.16319999999999998,25.6,39.0
2025-06-18T22:17:37.526075,0.16319999999999998,25.6,39.0
2025-06-18T22:18:07.847963,0.16319999999999998,25.7,40.0
2025-06-18T22:18:38.179808,0.16319999999999998,25.7,39.0
2025-06-18T22:19:08.514266,0.16319999999999998,25.7,39.0
2025-06-18T22:19:41.107002,0.16319999999999998,25.8,39.0
2025-06-18T22:20:11.436762,0.16319999999999998,25.8,40.0
2025-06-18T22:20:41.765531,0.16319999999999998,25.8,39.0
2025-06-18T22:21:12.095178,0.16319999999999998,25.8,39.0
2025-06-18T22:21:42.416778,0.16319999999999998,25.8,38.0
2025-06-18T22:22:12.743223,0.16319999999999998,25.8,39.0
2025-06-18T22:22:43.077084,0.16319999999999998,25.8,38.0
2025-06-18T22:23:13.411725,0.16319999999999998,25.8,38.0
2025-06-18T22:23:43.733126,0.16319999999999998,25.8,38.0
2025-06-18T22:24:14.051586,0.16319999999999998,25.8,38.0
2025-06-18T22:24:44.375759,0.16319999999999998,25.8,38.0
